hex,rank,emoji,year,category,subcategory,name,source
\x{1F383},475,🎃,2010,Activities,event,jack-o-lantern,2021
\x{1F336 FE0F},476,🌶️,2014,Food & Drink,food-vegetable,hot pepper,2021
\x{1F9A0},477,🦠,2018,Animals & Nature,animal-bug,microbe,2021
\x{1F315},478,🌕,2010,Travel & Places,sky & weather,full moon,2021
\x{1F4E6},479,📦,2010,Objects,mail,package,2021
\x{1F30C},480,🌌,2010,Travel & Places,sky & weather,milky way,2021
\x{26F3},481,⛳,2010,Activities,sport,flag in hole,2021
\x{1F367},482,🍧,2010,Food & Drink,food-sweet,shaved ice,2021
\x{1F35F},483,🍟,2010,Food & Drink,food-prepared,french fries,2021
\x{26B0 FE0F},484,⚰️,2015,Objects,other-object,coffin,2021
\x{1F3B9},485,🎹,2010,Objects,musical-instrument,musical keyboard,2021
\x{1F43F FE0F},486,🐿️,2014,Animals & Nature,animal-mammal,chipmunk,2021
\x{1F1F2 1F1FD},487,🇲🇽,2015,Flags,country-flag,flag: Mexico,2021
\x{1F95E},488,🥞,2016,Food & Drink,food-prepared,pancakes,2021
\x{32 FE0F 20E3},489,2️⃣,2010,Symbols,keycap,keycap: 2,2021
\x{1F463},490,👣,2010,People & Body,person-symbol,footprints,2021
\x{1F37D FE0F},491,🍽️,2014,Food & Drink,dishware,fork and knife with plate,2021
\x{1F95C},492,🥜,2016,Food & Drink,food-vegetable,peanuts,2021
\x{1F573 FE0F},493,🕳️,2014,Smileys & Emotion,emotion,hole,2021
\x{1F361},494,🍡,2010,Food & Drink,food-asian,dango,2021
\x{2935 FE0F},495,⤵️,2010,Symbols,arrow,right arrow curving down,2021
\x{1F9B7},496,🦷,2018,People & Body,body-parts,tooth,2021
\x{1F6B4},497,🚴,2015,People & Body,person-sport,person biking,2021
\x{1F35D},498,🍝,2010,Food & Drink,food-asian,spaghetti,2021
\x{1F3BB},499,🎻,2010,Objects,musical-instrument,violin,2021
\x{1F40A},500,🐊,2015,Animals & Nature,animal-reptile,crocodile,2021
\x{1F356},501,🍖,2010,Food & Drink,food-prepared,meat on bone,2021
\x{1F43A},502,🐺,2010,Animals & Nature,animal-mammal,wolf,2021
\x{1F43D},503,🐽,2010,Animals & Nature,animal-mammal,pig nose,2021
\x{1F6AE},504,🚮,2015,Symbols,transport-sign,litter in bin sign,2021
\x{1F375},505,🍵,2010,Food & Drink,drink,teacup without handle,2021
\x{1F32D},506,🌭,2015,Food & Drink,food-prepared,hot dog,2021
\x{1F404},507,🐄,2015,Animals & Nature,animal-mammal,cow,2021
\x{2B06 FE0F},508,⬆️,2010,Symbols,arrow,up arrow,2021
\x{1F941},509,🥁,2016,Objects,musical-instrument,drum,2021
\x{1F373},510,🍳,2010,Food & Drink,food-prepared,cooking,2021
\x{1F46B},511,👫,2010,People & Body,family,woman and man holding hands,2021
\x{231A},512,⌚,2010,Travel & Places,time,watch,2021
\x{2666 FE0F},513,♦️,2010,Activities,game,diamond suit,2021
\x{1F506},514,🔆,2015,Symbols,av-symbol,bright button,2021
\x{1F433},515,🐳,2010,Animals & Nature,animal-marine,spouting whale,2021
\x{1F32F},516,🌯,2015,Food & Drink,food-prepared,burrito,2021
\x{1F9B4},517,🦴,2018,People & Body,body-parts,bone,2021
\x{1F96A},518,🥪,2017,Food & Drink,food-prepared,sandwich,2021
\x{1F983},519,🦃,2015,Animals & Nature,animal-bird,turkey,2021
\x{1F3A3},520,🎣,2010,Activities,sport,fishing pole,2021
\x{1F53B},521,🔻,2010,Symbols,geometric,red triangle pointed down,2021
\x{1F400},522,🐀,2015,Animals & Nature,animal-mammal,rat,2021
\x{1F42C},523,🐬,2010,Animals & Nature,animal-marine,dolphin,2021
\x{1F35A},524,🍚,2010,Food & Drink,food-asian,cooked rice,2021
\x{1F916},525,🤖,2015,Smileys & Emotion,face-costume,robot,2021
\x{1F427},526,🐧,2010,Animals & Nature,animal-bird,penguin,2021
\x{1F988},527,🦈,2016,Animals & Nature,animal-marine,shark,2021
\x{1F3C4},528,🏄,2010,People & Body,person-sport,person surfing,2021
\x{1F3CB FE0F},529,🏋️,2014,People & Body,person-sport,person lifting weights,2021
\x{1F3C8},530,🏈,2010,Activities,sport,american football,2021
\x{1F9EC},531,🧬,2018,Objects,science,dna,2021
\x{1F310},532,🌐,2015,Travel & Places,place-map,globe with meridians,2021
\x{1F50D},533,🔍,2010,Objects,light & video,magnifying glass tilted left,2021
\x{2604 FE0F},534,☄️,2015,Travel & Places,sky & weather,comet,2021
\x{1F4F4},535,📴,2010,Symbols,av-symbol,mobile phone off,2021
\x{1F966},536,🥦,2017,Food & Drink,food-vegetable,broccoli,2021
\x{1F42F},537,🐯,2010,Animals & Nature,animal-mammal,tiger face,2021
\x{1F170 FE0F},538,🅰️,2010,Symbols,alphanum,A button (blood type),2021
\x{267E FE0F},539,♾️,2018,Symbols,math,infinity,2021
\x{1F4EE},540,📮,2010,Objects,mail,postbox,2021
\x{1F95B},541,🥛,2016,Food & Drink,drink,glass of milk,2021
\x{1F96D},542,🥭,2018,Food & Drink,food-fruit,mango,2021
\x{1F596},543,🖖,2015,People & Body,hand-fingers-open,vulcan salute,2021
\x{1F41B},544,🐛,2010,Animals & Nature,animal-bug,bug,2021
\x{1F99E},545,🦞,2018,Food & Drink,food-marine,lobster,2021
\x{1F1EE 1F1F9},546,🇮🇹,2010,Flags,country-flag,flag: Italy,2021
\x{1F424},547,🐤,2010,Animals & Nature,animal-bird,baby chick,2021
\x{1F9DF},548,🧟,2017,People & Body,person-fantasy,zombie,2021
\x{1F364},549,🍤,2010,Food & Drink,food-asian,fried shrimp,2021
\x{1F990},550,🦐,2016,Food & Drink,food-marine,shrimp,2021
\x{1F3AD},551,🎭,2010,Activities,arts & crafts,performing arts,2021
\x{1F41E},552,🐞,2010,Animals & Nature,animal-bug,lady beetle,2021
\x{1F435},553,🐵,2010,Animals & Nature,animal-mammal,monkey face,2021
\x{1F363},554,🍣,2010,Food & Drink,food-asian,sushi,2021
\x{1F957},555,🥗,2016,Food & Drink,food-prepared,green salad,2021
\x{2702 FE0F},556,✂️,2010,Objects,office,scissors,2021
\x{1F194},557,🆔,2010,Symbols,alphanum,ID button,2021
\x{1F511},558,🔑,2010,Objects,lock,key,2021
\x{1F474},559,👴,2010,People & Body,person,old man,2021
\x{1F934},560,🤴,2016,People & Body,person-role,prince,2021
\x{1F5E1 FE0F},561,🗡️,2014,Objects,tool,dagger,2021
\x{1F475},562,👵,2010,People & Body,person,old woman,2021
\x{1F933},563,🤳,2016,People & Body,hand-prop,selfie,2021
\x{1F9E8},564,🧨,2018,Activities,event,firecracker,2021
\x{2B1B},565,⬛,2010,Symbols,geometric,black large square,2021
\x{1F464},566,👤,2010,People & Body,person-symbol,bust in silhouette,2021
\x{1F3A9},567,🎩,2010,Objects,clothing,top hat,2021
\x{1F519},568,🔙,2010,Symbols,arrow,BACK arrow,2021
\x{1F96B},569,🥫,2017,Food & Drink,food-prepared,canned food,2021
\x{1F3DE FE0F},570,🏞️,2014,Travel & Places,place-geographic,national park,2021
\x{1F195},571,🆕,2010,Symbols,alphanum,NEW button,2021
\x{1F950},572,🥐,2016,Food & Drink,food-prepared,croissant,2021
\x{1F470},573,👰,2010,People & Body,person-role,person with veil,2021
\x{2660 FE0F},574,♠️,2010,Activities,game,spade suit,2021
\x{1F32C FE0F},575,🌬️,2014,Travel & Places,sky & weather,wind face,2021
\x{1F4B3},576,💳,2010,Objects,money,credit card,2021
\x{1F328 FE0F},577,🌨️,2014,Travel & Places,sky & weather,cloud with snow,2021
\x{1F577 FE0F},578,🕷️,2014,Animals & Nature,animal-bug,spider,2021
\x{1F1EF 1F1F5},579,🇯🇵,2010,Flags,country-flag,flag: Japan,2021
\x{1F41A},580,🐚,2010,Animals & Nature,animal-marine,spiral shell,2021
\x{1F306},581,🌆,2010,Travel & Places,place-other,cityscape at dusk,2021
\x{2693},582,⚓,2010,Travel & Places,transport-water,anchor,2021
\x{1F197},583,🆗,2010,Symbols,alphanum,OK button,2021
\x{1F1EC 1F1E7},584,🇬🇧,2010,Flags,country-flag,flag: United Kingdom,2021
\x{1F931},585,🤱,2017,People & Body,person-role,breast-feeding,2021
\x{1F46D},586,👭,2015,People & Body,family,women holding hands,2021
\x{1F987},587,🦇,2016,Animals & Nature,animal-mammal,bat,2021
\x{2716 FE0F},588,✖️,2010,Symbols,math,multiply,2021
\x{1F468},589,👨,2010,People & Body,person,man,2021
\x{1F575 FE0F},590,🕵️,2014,People & Body,person-role,detective,2021
\x{1F997},591,🦗,2017,Animals & Nature,animal-bug,cricket,2021
\x{1F469 200D 2764 FE0F 200D 1F48B 200D 1F468},592,👩‍❤️‍💋‍👨,2015,People & Body,family,"kiss: woman, man",2021
\x{1F995},593,🦕,2017,Animals & Nature,animal-reptile,sauropod,2021
\x{1F3F9},594,🏹,2015,Objects,tool,bow and arrow,2021
\x{1F42E},595,🐮,2010,Animals & Nature,animal-mammal,cow face,2021
\x{1F6B2},596,🚲,2010,Travel & Places,transport-ground,bicycle,2021
\x{1F491},597,💑,2010,People & Body,family,couple with heart,2021
\x{1F6CF FE0F},598,🛏️,2014,Objects,household,bed,2021
\x{1F3CC FE0F},599,🏌️,2014,People & Body,person-sport,person golfing,2021
\x{1F692},600,🚒,2010,Travel & Places,transport-ground,fire engine,2021
\x{1F98E},601,🦎,2016,Animals & Nature,animal-reptile,lizard,2021
\x{1F989},602,🦉,2016,Animals & Nature,animal-bird,owl,2021
\x{1F402},603,🐂,2015,Animals & Nature,animal-mammal,ox,2021
\x{1F348},604,🍈,2010,Food & Drink,food-fruit,melon,2021
\x{1F6AD},605,🚭,2010,Symbols,warning,no smoking,2021
\x{1F418},606,🐘,2010,Animals & Nature,animal-mammal,elephant,2021
